,support,itemsets
1360,0.052452894245459174,"frozenset({'P00028842', 'P00156442'})"
1361,0.04294686810388729,"frozenset({'P00157542', 'P00028842'})"
1362,0.046511627906976744,"frozenset({'P00161942', 'P00028842'})"
1363,0.04532337463928026,"frozenset({'P00028842', 'P00174442'})"
1364,0.04786963164148701,"frozenset({'P00028842', 'P00178942'})"
1365,0.049397385842811066,"frozenset({'P00028842', 'P00182142'})"
1366,0.07842471566796809,"frozenset({'P00028842', 'P00184942'})"
1367,0.04192836530300458,"frozenset({'P00028842', 'P00199442'})"
1368,0.044644372772025126,"frozenset({'P00210042', 'P00028842'})"
1369,0.04243761670344594,"frozenset({'P00028842', 'P00216342'})"
1370,0.04209811576981837,"frozenset({'P00028842', 'P00220342'})"
1371,0.06060091665252079,"frozenset({'P00028842', 'P00220442'})"
1372,0.06756068579188593,"frozenset({'P00028842', 'P00237542'})"
1373,0.040909862502121884,"frozenset({'P00028842', 'P00240142'})"
1374,0.05347139704634188,"frozenset({'P00028842', 'P00242742'})"
1375,0.05805465965031404,"frozenset({'P00028842', 'P00251242'})"
1376,0.06874893905958242,"frozenset({'P00028842', 'P00255842'})"
1377,0.046511627906976744,"frozenset({'P00258742', 'P00028842'})"
1378,0.04634187744016296,"frozenset({'P00028842', 'P00259342'})"
1379,0.08860974367679511,"frozenset({'P00028842', 'P00265242'})"
1380,0.05669665591580377,"frozenset({'P00270942', 'P00028842'})"
1381,0.04549312510609404,"frozenset({'P00028842', 'P00271142'})"
1382,0.04990663724325242,"frozenset({'P00028842', 'P00274942'})"
1383,0.04702087930741809,"frozenset({'P00028842', 'P00277642'})"
1384,0.05975216431845187,"frozenset({'P00028842', 'P00278642'})"
1385,0.04668137837379053,"frozenset({'P00028842', 'P00318742'})"
1386,0.04294686810388729,"frozenset({'P00323942', 'P00028842'})"
1387,0.042607367170259716,"frozenset({'P00028842', 'P00324942'})"
1388,0.052792395179086744,"frozenset({'P00334242', 'P00028842'})"
1389,0.05177389237820404,"frozenset({'P00028842', 'P0097242'})"
1390,0.049397385842811066,"frozenset({'P00046742', 'P00030842'})"
1391,0.047699881174673234,"frozenset({'P00030842', 'P00057642'})"
1392,0.046002376506535395,"frozenset({'P00030842', 'P00073842'})"
1393,0.04413512137158377,"frozenset({'P00030842', 'P00110742'})"
1394,0.040909862502121884,"frozenset({'P00030842', 'P00112142'})"
1395,0.04311661857070107,"frozenset({'P00030842', 'P00114942'})"
1396,0.04243761670344594,"frozenset({'P00030842', 'P00140742'})"
1397,0.047699881174673234,"frozenset({'P00030842', 'P00145042'})"
1398,0.05092514004413512,"frozenset({'P00030842', 'P00237542'})"
1399,0.045153624172466475,"frozenset({'P00030842', 'P00242742'})"
1400,0.046851128840604314,"frozenset({'P00270942', 'P00030842'})"
1401,0.06399592598879647,"frozenset({'P00031042', 'P00034742'})"
1402,0.04871838397555593,"frozenset({'P00031042', 'P00036842'})"
1403,0.05482940078085215,"frozenset({'P00031042', 'P00044442'})"
1404,0.06026141571889323,"frozenset({'P00031042', 'P00046742'})"
1405,0.07112544559497538,"frozenset({'P00031042', 'P00051442'})"
1406,0.04532337463928026,"frozenset({'P00031042', 'P00052842'})"
1407,0.040061110168052964,"frozenset({'P00031042', 'P00057542'})"
1408,0.06178916992021728,"frozenset({'P00031042', 'P00057642'})"
1409,0.04617212697334918,"frozenset({'P00031042', 'P00057742'})"
1410,0.04209811576981837,"frozenset({'P00031042', 'P00057942'})"
1411,0.08232897640468512,"frozenset({'P00031042', 'P00058042'})"
1412,0.07876421660159566,"frozenset({'P00059442', 'P00031042'})"
1413,0.04023086063486674,"frozenset({'P00031042', 'P00070042'})"
1414,0.046002376506535395,"frozenset({'P00031042', 'P00073842'})"
1415,0.0543201493804108,"frozenset({'P00031042', 'P00080342'})"
1416,0.04294686810388729,"frozenset({'P00085242', 'P00031042'})"
1417,0.04786963164148701,"frozenset({'P00031042', 'P00085942'})"
1418,0.04141911390256323,"frozenset({'P00031042', 'P00086442'})"
1419,0.04057036156849431,"frozenset({'P00102342', 'P00031042'})"
1420,0.05567815311492107,"frozenset({'P00031042', 'P00102642'})"
1421,0.04057036156849431,"frozenset({'P00031042', 'P00105142'})"
1422,0.045662875572907824,"frozenset({'P00031042', 'P00106042'})"
1423,0.04922763537599728,"frozenset({'P00031042', 'P00110542'})"
1424,0.07587845866576133,"frozenset({'P00031042', 'P00110742'})"
1425,0.05669665591580377,"frozenset({'P00031042', 'P00110842'})"
1426,0.06416567645561025,"frozenset({'P00031042', 'P00110942'})"
1427,0.04328636903751485,"frozenset({'P00031042', 'P00111142'})"
1428,0.04057036156849431,"frozenset({'P00111942', 'P00031042'})"
1429,0.06756068579188593,"frozenset({'P00031042', 'P00112142'})"
1430,0.06094041758614836,"frozenset({'P00031042', 'P00112442'})"
1431,0.049397385842811066,"frozenset({'P00112542', 'P00031042'})"
1432,0.04023086063486674,"frozenset({'P00113142', 'P00031042'})"
1433,0.047699881174673234,"frozenset({'P00031042', 'P00113242'})"
1434,0.04107961296893566,"frozenset({'P00031042', 'P00113642'})"
1435,0.05296214564590053,"frozenset({'P00031042', 'P00114942'})"
1436,0.04209811576981837,"frozenset({'P00031042', 'P00115642'})"
1437,0.051604141911390254,"frozenset({'P00116842', 'P00031042'})"
1438,0.06552368019012052,"frozenset({'P00117442', 'P00031042'})"
1439,0.06331692412154133,"frozenset({'P00031042', 'P00117942'})"
1440,0.04634187744016296,"frozenset({'P00031042', 'P00120042'})"
1441,0.04583262603972161,"frozenset({'P00121642', 'P00031042'})"
1442,0.042607367170259716,"frozenset({'P00031042', 'P00126142'})"
1443,0.0427771176370735,"frozenset({'P00031042', 'P00128942'})"
1444,0.047699881174673234,"frozenset({'P00031042', 'P00129542'})"
1445,0.040909862502121884,"frozenset({'P00031042', 'P00129642'})"
1446,0.0407401120353081,"frozenset({'P00144642', 'P00031042'})"
1447,0.06399592598879647,"frozenset({'P00031042', 'P00145042'})"
1448,0.04311661857070107,"frozenset({'P00031042', 'P00145442'})"
1449,0.04719062977423188,"frozenset({'P00031042', 'P00147942'})"
1450,0.06552368019012052,"frozenset({'P00031042', 'P00148642'})"
1451,0.04040061110168053,"frozenset({'P00031042', 'P00154642'})"
1452,0.0563571549821762,"frozenset({'P00031042', 'P00156442'})"
1453,0.04413512137158377,"frozenset({'P00157542', 'P00031042'})"
1454,0.046851128840604314,"frozenset({'P00161942', 'P00031042'})"
1455,0.04158886436937702,"frozenset({'P00031042', 'P00174442'})"
1456,0.0417586148361908,"frozenset({'P00031042', 'P00178942'})"
1457,0.04634187744016296,"frozenset({'P00031042', 'P00182142'})"
1458,0.07672721099983025,"frozenset({'P00031042', 'P00184942'})"
1459,0.045153624172466475,"frozenset({'P00210042', 'P00031042'})"
1460,0.06433542692242404,"frozenset({'P00031042', 'P00220442'})"
1461,0.06433542692242404,"frozenset({'P00031042', 'P00237542'})"
1462,0.040909862502121884,"frozenset({'P00031042', 'P00240142'})"
1463,0.05177389237820404,"frozenset({'P00031042', 'P00242742'})"
1464,0.05465965031403836,"frozenset({'P00031042', 'P00251242'})"
1465,0.06908843999320999,"frozenset({'P00031042', 'P00255842'})"
1466,0.04634187744016296,"frozenset({'P00258742', 'P00031042'})"
1467,0.044304871838397555,"frozenset({'P00031042', 'P00259342'})"
1468,0.04311661857070107,"frozenset({'P00031042', 'P00260042'})"
1469,0.08419623153963673,"frozenset({'P00031042', 'P00265242'})"
1470,0.051094890510948905,"frozenset({'P00031042', 'P00270942'})"
1471,0.045153624172466475,"frozenset({'P00031042', 'P00271142'})"
1472,0.04226786623663215,"frozenset({'P00031042', 'P00274942'})"
1473,0.043795620437956206,"frozenset({'P00031042', 'P00277642'})"
1474,0.059242912918010524,"frozenset({'P00031042', 'P00278642'})"
1475,0.04413512137158377,"frozenset({'P00031042', 'P00318742'})"
1476,0.0417586148361908,"frozenset({'P00031042', 'P00323942'})"
1477,0.040061110168052964,"frozenset({'P00031042', 'P00324942'})"
1478,0.051434391444576476,"frozenset({'P00031042', 'P00334242'})"
1479,0.04922763537599728,"frozenset({'P00031042', 'P0097242'})"
1480,0.04447462230521134,"frozenset({'P00032042', 'P00046742'})"
1481,0.04243761670344594,"frozenset({'P00032042', 'P00057642'})"
1482,0.04447462230521134,"frozenset({'P00032042', 'P00110742'})"
1483,0.043456119504328636,"frozenset({'P00032042', 'P00112142'})"
1484,0.04158886436937702,"frozenset({'P00032042', 'P00114942'})"
1485,0.04498387370565269,"frozenset({'P00032042', 'P00125942'})"
1486,0.04192836530300458,"frozenset({'P00127442', 'P00032042'})"
1487,0.046511627906976744,"frozenset({'P00032042', 'P00145042'})"
1488,0.04040061110168053,"frozenset({'P00032042', 'P00237542'})"
1489,0.04532337463928026,"frozenset({'P00032042', 'P00242742'})"
1490,0.045153624172466475,"frozenset({'P00270942', 'P00032042'})"
1491,0.04820913257511458,"frozenset({'P00044442', 'P00034042'})"
1492,0.04837888304192837,"frozenset({'P00046742', 'P00034042'})"
1493,0.0427771176370735,"frozenset({'P00057642', 'P00034042'})"
1494,0.04532337463928026,"frozenset({'P00034042', 'P00110742'})"
1495,0.04294686810388729,"frozenset({'P00112142', 'P00034042'})"
1496,0.04158886436937702,"frozenset({'P00145042', 'P00034042'})"
1497,0.04243761670344594,"frozenset({'P00184942', 'P00034042'})"
1498,0.04057036156849431,"frozenset({'P00237542', 'P00034042'})"
1499,0.04583262603972161,"frozenset({'P00270942', 'P00034042'})"
1500,0.04057036156849431,"frozenset({'P00303342', 'P00034042'})"
1501,0.044304871838397555,"frozenset({'P00034742', 'P00034842'})"
1502,0.04158886436937702,"frozenset({'P00034742', 'P00035842'})"
1503,0.051943642845017825,"frozenset({'P00034742', 'P00036842'})"
1504,0.04990663724325242,"frozenset({'P00034742', 'P00037142'})"
1505,0.05771515871668647,"frozenset({'P00034742', 'P00044442'})"
1506,0.06518417925649296,"frozenset({'P00046742', 'P00034742'})"
1507,0.058394160583941604,"frozenset({'P00034742', 'P00051442'})"
1508,0.04294686810388729,"frozenset({'P00034742', 'P00052642'})"
1509,0.0407401120353081,"frozenset({'P00034742', 'P00052842'})"
1510,0.046851128840604314,"frozenset({'P00057442', 'P00034742'})"
1511,0.04413512137158377,"frozenset({'P00057542', 'P00034742'})"
1512,0.06535392972330674,"frozenset({'P00034742', 'P00057642'})"
1513,0.04922763537599728,"frozenset({'P00034742', 'P00057742'})"
1514,0.047699881174673234,"frozenset({'P00057942', 'P00034742'})"
1515,0.0677304362586997,"frozenset({'P00034742', 'P00058042'})"
1516,0.04243761670344594,"frozenset({'P00058442', 'P00034742'})"
1517,0.06399592598879647,"frozenset({'P00059442', 'P00034742'})"
1518,0.046002376506535395,"frozenset({'P00062842', 'P00034742'})"
1519,0.04328636903751485,"frozenset({'P00034742', 'P00070042'})"
1520,0.050585639110507556,"frozenset({'P00034742', 'P00073842'})"
1521,0.0490578849091835,"frozenset({'P00034742', 'P00080342'})"
1522,0.04124936343574945,"frozenset({'P00085242', 'P00034742'})"
1523,0.051434391444576476,"frozenset({'P00085942', 'P00034742'})"
1524,0.04362586997114242,"frozenset({'P00034742', 'P00086442'})"
1525,0.04243761670344594,"frozenset({'P00100442', 'P00034742'})"
1526,0.05771515871668647,"frozenset({'P00102642', 'P00034742'})"
1527,0.04141911390256323,"frozenset({'P00034742', 'P00105142'})"
1528,0.050246138176879986,"frozenset({'P00034742', 'P00106042'})"
1529,0.06874893905958242,"frozenset({'P00034742', 'P00110742'})"
1530,0.06060091665252079,"frozenset({'P00034742', 'P00110842'})"
1531,0.05686640638261755,"frozenset({'P00034742', 'P00110942'})"
1532,0.046002376506535395,"frozenset({'P00034742', 'P00111142'})"
1533,0.06806993719232728,"frozenset({'P00034742', 'P00112142'})"
1534,0.04753013070785945,"frozenset({'P00034742', 'P00112442'})"
1535,0.05041588864369377,"frozenset({'P00112542', 'P00034742'})"
1536,0.04362586997114242,"frozenset({'P00113142', 'P00034742'})"
1537,0.0427771176370735,"frozenset({'P00034742', 'P00113242'})"
1538,0.051604141911390254,"frozenset({'P00034742', 'P00114942'})"
1539,0.04990663724325242,"frozenset({'P00116842', 'P00034742'})"
1540,0.07248344932948565,"frozenset({'P00117442', 'P00034742'})"
1541,0.0636564250551689,"frozenset({'P00034742', 'P00117942'})"
1542,0.04990663724325242,"frozenset({'P00034742', 'P00120042'})"
1543,0.048548633508742146,"frozenset({'P00121642', 'P00034742'})"
1544,0.044644372772025126,"frozenset({'P00034742', 'P00128942'})"
1545,0.04956713630962485,"frozenset({'P00034742', 'P00129542'})"
1546,0.040909862502121884,"frozenset({'P00034742', 'P00129642'})"
1547,0.044814123238838904,"frozenset({'P00034742', 'P00139942'})"
1548,0.0417586148361908,"frozenset({'P00034742', 'P00140742'})"
1549,0.0427771176370735,"frozenset({'P00144642', 'P00034742'})"
1550,0.07248344932948565,"frozenset({'P00034742', 'P00145042'})"
1551,0.04057036156849431,"frozenset({'P00034742', 'P00145442'})"
1552,0.05126464097776269,"frozenset({'P00034742', 'P00147942'})"
1553,0.05601765404854863,"frozenset({'P00148642', 'P00034742'})"
1554,0.04243761670344594,"frozenset({'P00034742', 'P00150542'})"
1555,0.04668137837379053,"frozenset({'P00034742', 'P00156442'})"
1556,0.046002376506535395,"frozenset({'P00157542', 'P00034742'})"
1557,0.05330164657952809,"frozenset({'P00161942', 'P00034742'})"
1558,0.04736038024104566,"frozenset({'P00034742', 'P00174442'})"
1559,0.044644372772025126,"frozenset({'P00034742', 'P00178942'})"
1560,0.04719062977423188,"frozenset({'P00034742', 'P00182142'})"
1561,0.06637243252418944,"frozenset({'P00034742', 'P00184942'})"
1562,0.04532337463928026,"frozenset({'P00034742', 'P00199442'})"
1563,0.0427771176370735,"frozenset({'P00210042', 'P00034742'})"
1564,0.04023086063486674,"frozenset({'P00034742', 'P00211142'})"
1565,0.04124936343574945,"frozenset({'P00212942', 'P00034742'})"
1566,0.04820913257511458,"frozenset({'P00034742', 'P00216342'})"
1567,0.061279918519775926,"frozenset({'P00034742', 'P00220442'})"
1568,0.04549312510609404,"frozenset({'P00221442', 'P00034742'})"
1569,0.06416567645561025,"frozenset({'P00034742', 'P00237542'})"
1570,0.05296214564590053,"frozenset({'P00034742', 'P00242742'})"
1571,0.05516890171447972,"frozenset({'P00034742', 'P00251242'})"
1572,0.06246817178747242,"frozenset({'P00034742', 'P00255842'})"
1573,0.045662875572907824,"frozenset({'P00258742', 'P00034742'})"
1574,0.04786963164148701,"frozenset({'P00034742', 'P00259342'})"
1575,0.07384145306399592,"frozenset({'P00265242', 'P00034742'})"
1576,0.05381089797996944,"frozenset({'P00270942', 'P00034742'})"
1577,0.04498387370565269,"frozenset({'P00034742', 'P00271142'})"
1578,0.04634187744016296,"frozenset({'P00034742', 'P00277642'})"
1579,0.04922763537599728,"frozenset({'P00034742', 'P00278642'})"
1580,0.04192836530300458,"frozenset({'P00295942', 'P00034742'})"
1581,0.04294686810388729,"frozenset({'P00303042', 'P00034742'})"
1582,0.0417586148361908,"frozenset({'P00303242', 'P00034742'})"
1583,0.04141911390256323,"frozenset({'P00323942', 'P00034742'})"
1584,0.04736038024104566,"frozenset({'P00334242', 'P00034742'})"
1585,0.048548633508742146,"frozenset({'P00034742', 'P0097242'})"
1586,0.04023086063486674,"frozenset({'P00058042', 'P00034842'})"
1587,0.043965370904769985,"frozenset({'P00034842', 'P00110742'})"
1588,0.04158886436937702,"frozenset({'P00110842', 'P00034842'})"
1589,0.04124936343574945,"frozenset({'P00112142', 'P00034842'})"
1590,0.05177389237820404,"frozenset({'P00117442', 'P00034842'})"
1591,0.04141911390256323,"frozenset({'P00034842', 'P00117942'})"
1592,0.043965370904769985,"frozenset({'P00145042', 'P00034842'})"
1593,0.04040061110168053,"frozenset({'P00184942', 'P00034842'})"
1594,0.04498387370565269,"frozenset({'P00220442', 'P00034842'})"
1595,0.05211339331183161,"frozenset({'P00265242', 'P00034842'})"
1596,0.04107961296893566,"frozenset({'P00035542', 'P00110742'})"
1597,0.043795620437956206,"frozenset({'P00046742', 'P00035842'})"
1598,0.040909862502121884,"frozenset({'P00057642', 'P00035842'})"
1599,0.045153624172466475,"frozenset({'P00035842', 'P00110742'})"
1600,0.0417586148361908,"frozenset({'P00112142', 'P00035842'})"
1601,0.04141911390256323,"frozenset({'P00117442', 'P00035842'})"
1602,0.0480393821083008,"frozenset({'P00145042', 'P00035842'})"
1603,0.04158886436937702,"frozenset({'P00237542', 'P00035842'})"
1604,0.04040061110168053,"frozenset({'P00242742', 'P00035842'})"
1605,0.04040061110168053,"frozenset({'P00255842', 'P00035842'})"
1606,0.04328636903751485,"frozenset({'P00265242', 'P00035842'})"
1607,0.04209811576981837,"frozenset({'P00036842', 'P00037142'})"
1608,0.06671193345781701,"frozenset({'P00044442', 'P00036842'})"
1609,0.0626379222542862,"frozenset({'P00046742', 'P00036842'})"
1610,0.04498387370565269,"frozenset({'P00036842', 'P00051442'})"
1611,0.06297742318791377,"frozenset({'P00057642', 'P00036842'})"
1612,0.04107961296893566,"frozenset({'P00057942', 'P00036842'})"
1613,0.057036156849431335,"frozenset({'P00036842', 'P00058042'})"
1614,0.05398064844678323,"frozenset({'P00059442', 'P00036842'})"
1615,0.04871838397555593,"frozenset({'P00062842', 'P00036842'})"
1616,0.046511627906976744,"frozenset({'P00036842', 'P00070042'})"
1617,0.04973688677643864,"frozenset({'P00073842', 'P00036842'})"
1618,0.04107961296893566,"frozenset({'P00036842', 'P00080342'})"
1619,0.04617212697334918,"frozenset({'P00102642', 'P00036842'})"
1620,0.059582413851638094,"frozenset({'P00036842', 'P00110742'})"
1621,0.051943642845017825,"frozenset({'P00036842', 'P00110842'})"
1622,0.052792395179086744,"frozenset({'P00110942', 'P00036842'})"
1623,0.0427771176370735,"frozenset({'P00111142', 'P00036842'})"
1624,0.05584790358173485,"frozenset({'P00112142', 'P00036842'})"
1625,0.04532337463928026,"frozenset({'P00112542', 'P00036842'})"
1626,0.050585639110507556,"frozenset({'P00036842', 'P00114942'})"
1627,0.055338652181293496,"frozenset({'P00117442', 'P00036842'})"
1628,0.04498387370565269,"frozenset({'P00036842', 'P00117942'})"
1629,0.04583262603972161,"frozenset({'P00120042', 'P00036842'})"
1630,0.043795620437956206,"frozenset({'P00127242', 'P00036842'})"
1631,0.04583262603972161,"frozenset({'P00036842', 'P00140742'})"
1632,0.04413512137158377,"frozenset({'P00144642', 'P00036842'})"
1633,0.05890341198438296,"frozenset({'P00036842', 'P00145042'})"
1634,0.04040061110168053,"frozenset({'P00036842', 'P00147742'})"
1635,0.053641147513155664,"frozenset({'P00036842', 'P00147942'})"
1636,0.044644372772025126,"frozenset({'P00148642', 'P00036842'})"
1637,0.04328636903751485,"frozenset({'P00036842', 'P00182142'})"
1638,0.059242912918010524,"frozenset({'P00184942', 'P00036842'})"
1639,0.04226786623663215,"frozenset({'P00216142', 'P00036842'})"
1640,0.044304871838397555,"frozenset({'P00036842', 'P00220442'})"
1641,0.0407401120353081,"frozenset({'P00221442', 'P00036842'})"
1642,0.06094041758614836,"frozenset({'P00036842', 'P00237542'})"
1643,0.04973688677643864,"frozenset({'P00036842', 'P00242742'})"
1644,0.043456119504328636,"frozenset({'P00036842', 'P00251242'})"
1645,0.052792395179086744,"frozenset({'P00255842', 'P00036842'})"
1646,0.0543201493804108,"frozenset({'P00265242', 'P00036842'})"
1647,0.05907316245119674,"frozenset({'P00270942', 'P00036842'})"
1648,0.04124936343574945,"frozenset({'P00036842', 'P00278642'})"
1649,0.042607367170259716,"frozenset({'P00036842', 'P00303342'})"
1650,0.04040061110168053,"frozenset({'P00318742', 'P00036842'})"
1651,0.04583262603972161,"frozenset({'P00334242', 'P00036842'})"
1652,0.04583262603972161,"frozenset({'P00036842', 'P0097242'})"
1653,0.04956713630962485,"frozenset({'P00044442', 'P00037142'})"
1654,0.05381089797996944,"frozenset({'P00046742', 'P00037142'})"
1655,0.0543201493804108,"frozenset({'P00057642', 'P00037142'})"
1656,0.04753013070785945,"frozenset({'P00058042', 'P00037142'})"
1657,0.046851128840604314,"frozenset({'P00062842', 'P00037142'})"
1658,0.044814123238838904,"frozenset({'P00070042', 'P00037142'})"
1659,0.044814123238838904,"frozenset({'P00073842', 'P00037142'})"
1660,0.051604141911390254,"frozenset({'P00037142', 'P00110742'})"
1661,0.04549312510609404,"frozenset({'P00110842', 'P00037142'})"
1662,0.04820913257511458,"frozenset({'P00110942', 'P00037142'})"
1663,0.0500763877100662,"frozenset({'P00112142', 'P00037142'})"
1664,0.051434391444576476,"frozenset({'P00117442', 'P00037142'})"
1665,0.04362586997114242,"frozenset({'P00037142', 'P00117942'})"
1666,0.04243761670344594,"frozenset({'P00140742', 'P00037142'})"
1667,0.059242912918010524,"frozenset({'P00145042', 'P00037142'})"
1668,0.04311661857070107,"frozenset({'P00037142', 'P00147942'})"
1669,0.04057036156849431,"frozenset({'P00182142', 'P00037142'})"
1670,0.04956713630962485,"frozenset({'P00184942', 'P00037142'})"
1671,0.04702087930741809,"frozenset({'P00237542', 'P00037142'})"
1672,0.046002376506535395,"frozenset({'P00242742', 'P00037142'})"
1673,0.04362586997114242,"frozenset({'P00255842', 'P00037142'})"
1674,0.046851128840604314,"frozenset({'P00265242', 'P00037142'})"
1675,0.05330164657952809,"frozenset({'P00270942', 'P00037142'})"
1676,0.04311661857070107,"frozenset({'P00044442', 'P00046142'})"
1677,0.07435070446443728,"frozenset({'P00046742', 'P00044442'})"
1678,0.06009166525207944,"frozenset({'P00044442', 'P00051442'})"
1679,0.042607367170259716,"frozenset({'P00044442', 'P00052842'})"
1680,0.07893396706840944,"frozenset({'P00044442', 'P00057642'})"
1681,0.04786963164148701,"frozenset({'P00044442', 'P00057742'})"
1682,0.0500763877100662,"frozenset({'P00057942', 'P00044442'})"
1683,0.07129519606178918,"frozenset({'P00044442', 'P00058042'})"
1684,0.06942794092683754,"frozenset({'P00059442', 'P00044442'})"
1685,0.05720590731624512,"frozenset({'P00062842', 'P00044442'})"
1686,0.05686640638261755,"frozenset({'P00044442', 'P00070042'})"
1687,0.04107961296893566,"frozenset({'P00070342', 'P00044442'})"
1688,0.05584790358173485,"frozenset({'P00044442', 'P00073842'})"
1689,0.053641147513155664,"frozenset({'P00044442', 'P00080342'})"
1690,0.04362586997114242,"frozenset({'P00085942', 'P00044442'})"
1691,0.0417586148361908,"frozenset({'P00044442', 'P00086442'})"
1692,0.055338652181293496,"frozenset({'P00102642', 'P00044442'})"
1693,0.046511627906976744,"frozenset({'P00105142', 'P00044442'})"
1694,0.043965370904769985,"frozenset({'P00044442', 'P00106042'})"
1695,0.04124936343574945,"frozenset({'P00044442', 'P00110542'})"
1696,0.07502970633169241,"frozenset({'P00044442', 'P00110742'})"
1697,0.05941266338482431,"frozenset({'P00044442', 'P00110842'})"
1698,0.06603293159056188,"frozenset({'P00110942', 'P00044442'})"
1699,0.05567815311492107,"frozenset({'P00044442', 'P00111142'})"
1700,0.07044644372772026,"frozenset({'P00044442', 'P00112142'})"
1701,0.04871838397555593,"frozenset({'P00044442', 'P00112442'})"
1702,0.057545408249872684,"frozenset({'P00112542', 'P00044442'})"
1703,0.0407401120353081,"frozenset({'P00113142', 'P00044442'})"
1704,0.04634187744016296,"frozenset({'P00044442', 'P00113242'})"
1705,0.04057036156849431,"frozenset({'P00044442', 'P00113342'})"
1706,0.06569343065693431,"frozenset({'P00044442', 'P00114942'})"
1707,0.0490578849091835,"frozenset({'P00116842', 'P00044442'})"
1708,0.0626379222542862,"frozenset({'P00117442', 'P00044442'})"
1709,0.05516890171447972,"frozenset({'P00044442', 'P00117942'})"
1710,0.05499915124766593,"frozenset({'P00044442', 'P00120042'})"
1711,0.044644372772025126,"frozenset({'P00121642', 'P00044442'})"
1712,0.044644372772025126,"frozenset({'P00044442', 'P00125942'})"
1713,0.04956713630962485,"frozenset({'P00127242', 'P00044442'})"
1714,0.04328636903751485,"frozenset({'P00127642', 'P00044442'})"
1715,0.05262264471227296,"frozenset({'P00044442', 'P00128942'})"
1716,0.04498387370565269,"frozenset({'P00044442', 'P00129542'})"
1717,0.04786963164148701,"frozenset({'P00044442', 'P00140742'})"
1718,0.050246138176879986,"frozenset({'P00144642', 'P00044442'})"
1719,0.07010694279409269,"frozenset({'P00044442', 'P00145042'})"
1720,0.042607367170259716,"frozenset({'P00044442', 'P00145442'})"
1721,0.04719062977423188,"frozenset({'P00044442', 'P00147742'})"
1722,0.06501442878967917,"frozenset({'P00044442', 'P00147942'})"
1723,0.058224410117127826,"frozenset({'P00148642', 'P00044442'})"
1724,0.04209811576981837,"frozenset({'P00044442', 'P00156442'})"
1725,0.040061110168052964,"frozenset({'P00157542', 'P00044442'})"
1726,0.044304871838397555,"frozenset({'P00161942', 'P00044442'})"
1727,0.040909862502121884,"frozenset({'P00044442', 'P00173842'})"
1728,0.04107961296893566,"frozenset({'P00044442', 'P00174442'})"
1729,0.04040061110168053,"frozenset({'P00177542', 'P00044442'})"
1730,0.04040061110168053,"frozenset({'P00044442', 'P00178942'})"
1731,0.05482940078085215,"frozenset({'P00044442', 'P00182142'})"
1732,0.07740621286708538,"frozenset({'P00044442', 'P00184942'})"
1733,0.0427771176370735,"frozenset({'P00044442', 'P00193542'})"
1734,0.045153624172466475,"frozenset({'P00216142', 'P00044442'})"
1735,0.04107961296893566,"frozenset({'P00044442', 'P00216342'})"
1736,0.05177389237820404,"frozenset({'P00044442', 'P00220442'})"
1737,0.0480393821083008,"frozenset({'P00221442', 'P00044442'})"
1738,0.08080122220336106,"frozenset({'P00044442', 'P00237542'})"
1739,0.05805465965031404,"frozenset({'P00044442', 'P00242742'})"
1740,0.04226786623663215,"frozenset({'P00044442', 'P00243942'})"
1741,0.042607367170259716,"frozenset({'P00044442', 'P00249542'})"
1742,0.052792395179086744,"frozenset({'P00044442', 'P00251242'})"
1743,0.06823968765914107,"frozenset({'P00255842', 'P00044442'})"
1744,0.046002376506535395,"frozenset({'P00258742', 'P00044442'})"
1745,0.04141911390256323,"frozenset({'P00044442', 'P00259342'})"
1746,0.07350195213036836,"frozenset({'P00265242', 'P00044442'})"
1747,0.07027669326090646,"frozenset({'P00270942', 'P00044442'})"
1748,0.04786963164148701,"frozenset({'P00044442', 'P00277642'})"
1749,0.04736038024104566,"frozenset({'P00044442', 'P00278642'})"
1750,0.04158886436937702,"frozenset({'P00295942', 'P00044442'})"
1751,0.04820913257511458,"frozenset({'P00044442', 'P00303342'})"
1752,0.049397385842811066,"frozenset({'P00044442', 'P00318742'})"
1753,0.0417586148361908,"frozenset({'P00323942', 'P00044442'})"
1754,0.043795620437956206,"frozenset({'P00329542', 'P00044442'})"
1755,0.05516890171447972,"frozenset({'P00334242', 'P00044442'})"
1756,0.0407401120353081,"frozenset({'P00044442', 'P00355142'})"
1757,0.06178916992021728,"frozenset({'P00044442', 'P0097242'})"
1758,0.04141911390256323,"frozenset({'P00057642', 'P00046142'})"
1759,0.040909862502121884,"frozenset({'P00058042', 'P00046142'})"
1760,0.06178916992021728,"frozenset({'P00046742', 'P00051442'})"
1761,0.056526905448989986,"frozenset({'P00046742', 'P00052842'})"
1762,0.043965370904769985,"frozenset({'P00057542', 'P00046742'})"
1763,0.09930402308606348,"frozenset({'P00046742', 'P00057642'})"
1764,0.05516890171447972,"frozenset({'P00046742', 'P00057742'})"
1765,0.0543201493804108,"frozenset({'P00057942', 'P00046742'})"
1766,0.07248344932948565,"frozenset({'P00046742', 'P00058042'})"
1767,0.07282295026311322,"frozenset({'P00059442', 'P00046742'})"
1768,0.06739093532507215,"frozenset({'P00062842', 'P00046742'})"
1769,0.059242912918010524,"frozenset({'P00046742', 'P00070042'})"
1770,0.04532337463928026,"frozenset({'P00070342', 'P00046742'})"
